Series Name,Series Code,Country Name,Country Code,2020 [YR2020]
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Sri Lanka,LKA,1.93310423757205
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,St. Kitts and Nevis,KNA,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,St. Lucia,LCA,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,St. Martin (French part),MAF,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,St. Vincent and the Grenadines,VCT,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Sudan,SDN,1.13172569881236
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Suriname,SUR,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Sweden,SWE,1.22139733216777
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Switzerland,CHE,0.77852063912652
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Syrian Arab Republic,SYR,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Tajikistan,TJK,1.01068975228673
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Tanzania,TZA,1.02622383527583
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Thailand,THA,1.47384973855033
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Timor-Leste,TLS,1.16219772323079
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Togo,TGO,2.0142400184783
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Tonga,TON,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Trinidad and Tobago,TTO,0.684735519566895
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Tunisia,TUN,2.90774446975491
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Turkey,TUR,2.77247201881667
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Turkmenistan,TKM,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Turks and Caicos Islands,TCA,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Tuvalu,TUV,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Uganda,UGA,2.59714466527543
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Ukraine,UKR,4.12919832120276
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,United Arab Emirates,ARE,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,United Kingdom,GBR,2.2465466792599
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,United States,USA,3.74116009078512
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Uruguay,URY,2.3214604777572
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Uzbekistan,UZB,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Vanuatu,VUT,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Venezuela, RB",VEN,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Vietnam,VNM,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Virgin Islands (U.S.),VIR,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,West Bank and Gaza,PSE,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,"Yemen, Rep.",YEM,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Zambia,ZMB,1.15422546153367
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Zimbabwe,ZWE,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Africa Eastern and Southern,AFE,1.15145684268783
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Africa Western and Central,AFW,1.00838580248735
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Arab World,ARB,5.69837692703625
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Caribbean small states,CSS,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Central Europe and the Baltics,CEB,1.95602765187137
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Early-demographic dividend,EAR,2.5095185329434
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,East Asia & Pacific,EAS,1.65518455984136
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,East Asia & Pacific (excluding high income),EAP,1.66277361634367
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,1.66277361634367
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Euro area,EMU,1.53596003198899
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Europe & Central Asia,ECS,1.87314231335889
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Europe & Central Asia (excluding high income),ECA,3.35010914606976
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,3.14831126582009
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,European Union,EUU,1.56226237735456
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Fragile and conflict affected situations,FCS,1.75162177671773
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Heavily indebted poor countries (HIPC),HPC,1.23874439506626
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,High income,HIC,2.61468437569284
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,IBRD only,IBD,1.95479554315251
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,IDA & IBRD total,IBT,1.92708260067743
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,IDA blend,IDB,1.7472777353426
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,IDA only,IDX,1.37751469352301
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,IDA total,IDA,1.53492441335793
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Late-demographic dividend,LTE,1.96851805375645
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Latin America & Caribbean,LCN,1.25533024286959
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Latin America & Caribbean (excluding high income),LAC,1.20527714274074
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,1.25533024286959
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Least developed countries: UN classification,LDC,1.45933341173629
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Low & middle income,LMY,1.9223285877026
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Low income,LIC,1.36216152049056
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Lower middle income,LMC,2.15224279595483
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Middle East & North Africa,MEA,5.41063206138559
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Middle East & North Africa (excluding high income),MNA,3.10551743609709
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,3.10551743609709
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Middle income,MIC,1.92951284052688
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,North America,NAC,3.57148048784269
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Not classified,INX,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,OECD members,OED,2.48641139544564
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Other small states,OSS,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Pacific island small states,PSS,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Post-demographic dividend,PST,2.5292995017226
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Pre-demographic dividend,PRE,1.51598698736678
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Small states,SST,..
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,South Asia,SAS,2.77352523687997
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,South Asia (IDA & IBRD),TSA,2.77352523687997
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Sub-Saharan Africa,SSF,1.08474537569105
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Sub-Saharan Africa (excluding high income),SSA,1.08442619211934
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,1.08474537569105
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,Upper middle income,UMC,1.86168440331405
Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,World,WLD,2.36052941081294
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Afghanistan,AFG,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Albania,ALB,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Algeria,DZA,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,American Samoa,ASM,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Andorra,AND,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Angola,AGO,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Antigua and Barbuda,ATG,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Argentina,ARG,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Armenia,ARM,1.3
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Aruba,ABW,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Australia,AUS,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Austria,AUT,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Azerbaijan,AZE,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,"Bahamas, The",BHS,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Bahrain,BHR,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Bangladesh,BGD,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Barbados,BRB,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Belarus,BLR,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Belgium,BEL,1.1
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Belize,BLZ,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Benin,BEN,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Bermuda,BMU,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Bhutan,BTN,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Bolivia,BOL,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Bosnia and Herzegovina,BIH,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Botswana,BWA,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Brazil,BRA,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,British Virgin Islands,VGB,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Brunei Darussalam,BRN,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Bulgaria,BGR,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Burkina Faso,BFA,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Burundi,BDI,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Cabo Verde,CPV,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Cambodia,KHM,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Cameroon,CMR,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Canada,CAN,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Cayman Islands,CYM,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Central African Republic,CAF,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Chad,TCD,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Channel Islands,CHI,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Chile,CHL,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,China,CHN,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Colombia,COL,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Comoros,COM,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,"Congo, Dem. Rep.",COD,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,"Congo, Rep.",COG,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Costa Rica,CRI,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Cote d'Ivoire,CIV,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Croatia,HRV,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Cuba,CUB,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Curacao,CUW,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Cyprus,CYP,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Czech Republic,CZE,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Denmark,DNK,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Djibouti,DJI,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Dominica,DMA,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Dominican Republic,DOM,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Ecuador,ECU,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,"Egypt, Arab Rep.",EGY,3.6
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,El Salvador,SLV,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Equatorial Guinea,GNQ,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Eritrea,ERI,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Estonia,EST,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Eswatini,SWZ,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Ethiopia,ETH,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Faroe Islands,FRO,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Fiji,FJI,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Finland,FIN,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,France,FRA,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,French Polynesia,PYF,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Gabon,GAB,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,"Gambia, The",GMB,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Georgia,GEO,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Germany,DEU,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Ghana,GHA,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Gibraltar,GIB,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Greece,GRC,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Greenland,GRL,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Grenada,GRD,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Guam,GUM,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Guatemala,GTM,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Guinea,GIN,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Guinea-Bissau,GNB,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Guyana,GUY,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Haiti,HTI,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Honduras,HND,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,"Hong Kong SAR, China",HKG,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Hungary,HUN,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Iceland,ISL,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,India,IND,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Indonesia,IDN,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,"Iran, Islamic Rep.",IRN,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Iraq,IRQ,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Ireland,IRL,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Isle of Man,IMN,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Israel,ISR,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Italy,ITA,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Jamaica,JAM,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Japan,JPN,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Jordan,JOR,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Kazakhstan,KAZ,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Kenya,KEN,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Kiribati,KIR,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,"Korea, Dem. People's Rep.",PRK,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,"Korea, Rep.",KOR,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Kosovo,XKX,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Kuwait,KWT,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Kyrgyz Republic,KGZ,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Lao PDR,LAO,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Latvia,LVA,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Lebanon,LBN,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Lesotho,LSO,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Liberia,LBR,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Libya,LBY,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Liechtenstein,LIE,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Lithuania,LTU,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Luxembourg,LUX,1.8
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,"Macao SAR, China",MAC,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Madagascar,MDG,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Malawi,MWI,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Malaysia,MYS,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Maldives,MDV,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Mali,MLI,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Malta,MLT,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Marshall Islands,MHL,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Mauritania,MRT,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Mauritius,MUS,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Mexico,MEX,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,"Micronesia, Fed. Sts.",FSM,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Moldova,MDA,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Monaco,MCO,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Mongolia,MNG,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Montenegro,MNE,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Morocco,MAR,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Mozambique,MOZ,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Myanmar,MMR,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Namibia,NAM,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Nauru,NRU,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Nepal,NPL,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Netherlands,NLD,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,New Caledonia,NCL,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,New Zealand,NZL,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Nicaragua,NIC,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Niger,NER,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Nigeria,NGA,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,North Macedonia,MKD,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Northern Mariana Islands,MNP,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Norway,NOR,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Oman,OMN,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Pakistan,PAK,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Palau,PLW,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Panama,PAN,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Papua New Guinea,PNG,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Paraguay,PRY,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Peru,PER,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Philippines,PHL,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Poland,POL,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Portugal,PRT,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Puerto Rico,PRI,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Qatar,QAT,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Romania,ROU,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Russian Federation,RUS,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Rwanda,RWA,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Samoa,WSM,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,San Marino,SMR,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Sao Tome and Principe,STP,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Saudi Arabia,SAU,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Senegal,SEN,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Serbia,SRB,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Seychelles,SYC,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Sierra Leone,SLE,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Singapore,SGP,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Sint Maarten (Dutch part),SXM,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Slovak Republic,SVK,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Slovenia,SVN,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Solomon Islands,SLB,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Somalia,SOM,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,South Africa,ZAF,11
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,South Sudan,SSD,..
Losses due to theft and vandalism (% of annual sales of affected firms),IC.FRM.CRIM.ZS,Spain,ESP,..
