"id","surfweight","year","age","gender","ethnicity","education","labour_force_status","partner","parent","number_children","tenure","hh_income","deprivation_area","migrant","disability","home_afford","life_satisfy","life_worth","health","tereo","gov_tereo","selfactual","trust","trust_police","trust_media","trust_parliament","voted","material_wellbeing_index","housecold","housedamp","moves","access_medical","access_green_space","access_public_transport","neighbourhood_connection","neighbourhood_crime_change","victim","discriminated_against","lonely_four_weeks","easy_hard_to_talk","number_children_text","moves_five_years_text","age_gp","hh_income_gp","weekly_income","annual_income","weekly_hours"
50,918.7377,2018,60,"Female","Māori","Degree","Employed","Partnered","Not a parent",0,"Owned with mortgage",57393,1,"Long-term migrant","Non-disabled",10,10,10,"Very Good","None or almost none","Strongly agree","Easy to be myself",10,10,5,7,"Yes",13,"Yes, sometimes","Yes, sometimes",0,"Easy","Very easy","Easy",8,"No crime here",0,0,"A little of the time","Easy","0","0","55-64",2,"   416.2",19504,14
51,2277.74,2018,70,"Female","Māori","Post-secondary NCEA/diploma","Employed","Not partnered","Not a parent",0,"Owned with mortgage",45820,5,"NZ with NZ parents","Non-disabled",10,7,7,"Good","None or almost none","Agree","Very easy to be myself",8,7,7,5,"Yes",17,"No","No",0,"Very easy","Very easy","Very difficult",7,"No crime here",0,0,"None of the time","Easy","0","0","65+",1,"   377.9",16928,25
52,1020.344,2018,37,"Male","Māori","Less than secondary school","Employed","Not partnered","Not a parent",0,"Rented",44547,10,"NZ with NZ parents","Non-disabled",5,3,6,"Fair","None or almost none","Strongly agree","Very easy to be myself",9,9,7,8,"Yes",7,"No","Yes, sometimes",2,"Very easy","Very easy","Very easy",1,"No crime here",0,0,"A little of the time","Very easy","0","2","35-44",1,"   264.5",12144,22
53,820.3624,2018,31,"Female","Māori","Post-secondary NCEA/diploma","Employed","Not partnered","Not a parent",0,"Rented",42927,8,"NZ with NZ parents","Non-disabled",7,8,10,"Very Good","None or almost none","Neither agree nor disagree","Very easy to be myself",5,7,4,5,"Yes",15,"No","No",3,"Very easy","Very easy","Easy",4,"A little less",0,0,"A little of the time","Easy","0","3","25-34",1,"   167.2",7728,17
54,623.184,2018,68,"Male","Māori","Less than secondary school","Employed","Not partnered","Not a parent",0,"Owned without mortgage",105563,9,"Medium-term migrant","Non-disabled",8,10,10,"Poor","None or almost none","Agree","Sometimes easy, sometimes hard",10,10,9,10,"Yes",11,"Yes, sometimes","Yes, sometimes",3,"Easy","Easy","Very difficult",3,"No crime here",0,0,"Most of the time","Hard","0","3","65+",3,"   474.9",22080,33
55,999.4304,2018,45,"Male","Māori","Post-secondary NCEA/diploma","Employed","Not partnered","Parent",2,"Owned without mortgage",170668,1,"NZ with NZ parents","Non-disabled",7,9,8,"Excellent","None or almost none","Neither agree nor disagree","Very easy to be myself",7,8,6,5,"Yes",17,"Yes, sometimes","No",1,"Very easy","Very easy","Very easy",6,"No crime here",0,0,"A little of the time","Very easy","2","1","45-54",3,"  1253.5",57408,43
56,295.1949,2018,39,"Female","Māori","Post-secondary NCEA/diploma","Employed","Not partnered","Parent",2,"Rented",45518,10,"NZ with NZ parents","Non-disabled",5,8,8,"Good","None or almost none","Strongly agree","Easy to be myself",5,7,0,5,"No",14,"Yes, always","Yes, sometimes",0,"Very easy","Very easy","Very easy",1,"About the same",0,0,"None of the time","Very easy","2","0","35-44",1,"   257.3",11408,8
57,1365.222,2018,63,"Male","Māori","Post-secondary NCEA/diploma","Employed","Not partnered","Not a parent",0,"Owned with mortgage",25745,3,"NZ with overseas parent(s)","Non-disabled",5,10,10,"Excellent","None or almost none","Agree","Very easy to be myself",7,8,7,4,"Yes",13,"No","Yes, sometimes",0,"Easy","Very easy","Very easy",10,"No crime here",1,0,"None of the time","Very easy","0","0","55-64",1,"   827.0",37904,34
58,547.5134,2018,16,"Male","Māori","Less than secondary school","Employed","Not partnered","Not a parent",0,"Rented",78845,9,"NZ with NZ parents","Non-disabled",8,5,8,"Very Good","Basic","Strongly agree","Easy to be myself",5,8,6,5,"Not eligible",11,"Yes, sometimes","Yes, sometimes",0,"Very easy","Very easy","Very easy",0,"A lot less",0,0,"A little of the time","Sometimes easy, sometimes hard","0","0","15-24",2,"   460.4",20976,47
59,628.1412,2018,60,"Female","Māori","Secondary school","Employed","Partnered","Parent",1,"Rented",87060,8,"NZ with NZ parents","Non-disabled",5,4,8,"Very Good","None or almost none","Neither agree nor disagree","Easy to be myself",5,7,3,5,"Yes",11,"No","No",0,"Easy","Easy","Easy",8,"A little more",0,0,"None of the time","Very easy","1","0","55-64",2,"   276.5",12512,24
60,1069.786,2018,24,"Female","Māori","Less than secondary school","Employed","Not partnered","Not a parent",0,"Owned without mortgage",119584,6,"NZ with NZ parents","Non-disabled",7,7,7,"Very Good","None or almost none","Disagree","Easy to be myself",4,8,2,9,"Not eligible",16,"No","No",2,"Very easy","Very easy","Very easy",1,"About the same",1,1,"None of the time","Easy","0","2","15-24",3,"   311.4",14352,22
61,839.5416,2018,69,"Female","Māori","Less than secondary school","Employed","Partnered","Not a parent",0,"Owned with mortgage",61626,7,"NZ with NZ parents","Non-disabled",5,8,8,"Very Good","Basic","Neither agree nor disagree","Easy to be myself",6,7,7,5,"Yes",18,"No","No",0,"Very easy","Very easy","Very easy",8,"No crime here",1,0,"None of the time","Easy","0","0","65+",2,"   525.9",24288,54
62,688.6813,2018,38,"Male","Māori","Post-secondary NCEA/diploma","Employed","Partnered","Parent",1,"Rented",35632,8,"Recent migrant","Non-disabled",5,9,10,"Good","None or almost none","Agree","Sometimes easy, sometimes hard",5,7,4,6,"No",12,"No","No",1,"Easy","Easy","Difficult",5,"Moved here recently",0,0,"None of the time","Easy","1","1","35-44",1,"   484.4",22080,33
63,733.0182,2018,50,"Female","Māori","Secondary school","Employed","Partnered","Not a parent",0,"Rented",131358,2,"Long-term migrant","Non-disabled",8,8,9,"Very Good","None or almost none","Neither agree nor disagree","Very easy to be myself",9,7,5,7,"Yes",20,"No","Yes, sometimes",0,"Very easy","Very easy","Easy",8,"No crime here",0,0,"None of the time","Very easy","0","0","45-54",3,"   536.7",24656,43
64,2482.434,2018,49,"Male","Māori","Less than secondary school","Employed","Not partnered","Not a parent",0,"Rented",11980,9,"NZ with NZ parents","Non-disabled",10,7,5,"Fair","None or almost none","Agree","Very easy to be myself",5,8,5,6,"Yes",5,"Yes, often","No",2,"Easy","Easy","Very easy",5,"About the same",0,0,"A little of the time","Very easy","0","2","45-54",1,"   391.9",18032,24
65,911.5582,2018,37,"Male","Māori","Secondary school","Employed","Not partnered","Not a parent",0,"Owned without mortgage",92553,4,"NZ with NZ parents","Non-disabled",8,8,8,"Good","None or almost none","Disagree","Easy to be myself",6,4,3,5,"Yes",10,"No","No",2,"Very easy","Very easy","Easy",7,"About the same",0,0,"None of the time","Very easy","0","2","35-44",2,"   636.4",29072,34
66,1665.789,2018,69,"Male","Māori","Degree","Employed","Not partnered","Not a parent",0,"Owned without mortgage",34726,8,"NZ with NZ parents","Non-disabled",2,7,6,"Fair","None or almost none","Neither agree nor disagree","Sometimes easy, sometimes hard",8,5,2,7,"Yes",7,"Yes, sometimes","Yes, sometimes",1,"Very easy","Difficult","Difficult",5,"No crime here",0,1,"Most of the time","Hard","0","1","65+",1,"  1127.5",51520,60
67,3965.31,2018,37,"Male","Māori","Degree","Employed","Not partnered","Not a parent",0,"Rented",72412,8,"NZ with NZ parents","Non-disabled",4,5,7,"Good","None or almost none","Neither agree nor disagree","Easy to be myself",6,8,4,3,"Yes",8,"No","Yes, sometimes",3,"Neither easy nor difficult","Easy","Neither easy nor difficult",5,"About the same",0,1,"Most of the time","Sometimes easy, sometimes hard","0","3","35-44",2,"   937.6",43424,20
68,1846.384,2018,42,"Male","Māori","Post-secondary NCEA/diploma","Employed","Partnered","Not a parent",0,"Rented",174366,4,"Long-term migrant","Non-disabled",3,9,9,"Very Good","None or almost none","Disagree","Sometimes easy, sometimes hard",4,8,8,5,"No",15,"Yes, often","Yes, sometimes",0,"Neither easy nor difficult","Difficult","Very easy",2,"About the same",0,0,"None of the time","Easy","0","0","35-44",3,"  1280.1",58512,42
69,621.7106,2018,25,"Male","Māori","Post-secondary NCEA/diploma","Employed","Not partnered","Not a parent",0,"Owned without mortgage",189263,6,"Recent migrant","Non-disabled",6,6,8,"Poor","None or almost none","Neither agree nor disagree","Sometimes easy, sometimes hard",7,9,4,8,"No",11,"No","No",4,"Very easy","Easy","Easy",7,"A little less",0,1,"A little of the time","Hard","0","4+","25-34",3,"   106.6",5152,28
70,380.5857,2018,73,"Female","Māori","Less than secondary school","Employed","Not partnered","Not a parent",0,"Owned with mortgage",21525,10,"NZ with NZ parents","Disabled",5,10,10,"Very Good","None or almost none","Neither agree nor disagree","Very easy to be myself",10,10,10,10,"No",12,"No","Yes, sometimes",0,"Easy","Very easy","Easy",10,"About the same",1,0,"None of the time","Hard","0","0","65+",1,"   215.9",9936,21
71,1284.194,2018,39,"Male","Māori","Secondary school","Employed","Not partnered","Not a parent",0,"Rented",170766,7,"NZ with NZ parents","Non-disabled",8,8,7,"Very Good","Basic","Agree","Very easy to be myself",5,9,7,7,"Yes",14,"Yes, always","Yes, sometimes",0,"Very easy","Very easy","Very easy",7,"No crime here",0,0,"None of the time","Very easy","0","0","35-44",3,"   794.4",36432,32
72,604.763,2018,41,"Male","Māori","Less than secondary school","Employed","Partnered","Not a parent",0,"Owned without mortgage",158876,6,"Long-term migrant","Non-disabled",7,8,6,"Good","None or almost none","Agree","Very easy to be myself",8,9,6,5,"Yes",20,"No","No",0,"Easy","Easy","Neither easy nor difficult",8,"A little more",0,0,"None of the time","Very easy","0","0","35-44",3,"   565.6",26128,40
73,3485.304,2018,44,"Male","Māori","Degree","Employed","Partnered","Parent",2,"Rented",69653,4,"Long-term migrant","Non-disabled",5,7,10,"Good","None or almost none","Neither agree nor disagree","Sometimes easy, sometimes hard",6,10,5,8,"Yes",16,"Yes, sometimes","No",2,"Very easy","Easy","Very easy",6,"About the same",0,0,"A little of the time","Easy","2","2","35-44",2,"  1038.8",48208,42
74,1933.542,2018,59,"Female","Māori","Secondary school","Employed","Not partnered","Not a parent",0,"Owned with mortgage",168105,5,"NZ with NZ parents","Non-disabled",8,8,7,"Good","None or almost none","Strongly agree","Very easy to be myself",8,10,4,5,"Yes",19,"Yes, sometimes","No",0,"Easy","Easy","Very easy",10,"About the same",0,0,"None of the time","Very easy","0","0","55-64",3,"   401.2",18032,18
75,1820.833,2018,32,"Female","Māori","Less than secondary school","Employed","Partnered","Parent",3,"Rented",67270,10,"NZ with NZ parents","Non-disabled",10,10,10,"Very Good","Conversational","Agree","Very easy to be myself",10,10,5,5,"Yes",8,"Yes, sometimes","Yes, sometimes",0,"Difficult","Neither easy nor difficult","Very difficult",6,"About the same",0,0,"None of the time","Easy","3","0","25-34",2,"   212.1",9936,16
76,669.7158,2018,39,"Male","Māori","Less than secondary school","Employed","Partnered","Parent",4,"Owned without mortgage",155687,1,"NZ with NZ parents","Non-disabled",5,8,10,"Very Good","None or almost none","Agree","Very easy to be myself",7,7,5,6,"Yes",7,"Yes, sometimes","No",1,"Very easy","Very easy","Very easy",6,"A little less",0,0,"None of the time","Very easy","4+","1","35-44",3,"   752.5",34960,44
77,637.5283,2018,45,"Male","Māori","Degree","Employed","Partnered","Not a parent",0,"Owned without mortgage",63266,5,"NZ with overseas parent(s)","Non-disabled",6,7,8,"Excellent","Basic","Agree","Very easy to be myself",8,8,6,6,"Yes",12,"No","Yes, sometimes",0,"Very easy","Very easy","Very easy",0,"About the same",0,1,"None of the time","Easy","0","0","45-54",2,"  7760.3",357328,94
78,1785.144,2018,48,"Male","Māori","Less than secondary school","Employed","Not partnered","Not a parent",0,"Rented",52697,10,"Long-term migrant","Disabled",5,5,5,"Fair","None or almost none","Strongly agree","Sometimes easy, sometimes hard",5,5,0,0,"No",15,"Yes, always","Yes, always",0,"Easy","Easy","Very easy",5,"A little less",1,1,"Some of the time","Very easy","0","0","45-54",2,"   431.6",19872,38
79,1464.518,2018,27,"Female","Māori","Degree","Employed","Not partnered","Not a parent",0,"Owned without mortgage",76841,8,"Long-term migrant","Non-disabled",4,10,8,"Very Good","None or almost none","Agree","Easy to be myself",7,7,4,7,"Yes",15,"Yes, sometimes","No",3,"Neither easy nor difficult","Easy","Easy",0,"About the same",0,0,"None of the time","Sometimes easy, sometimes hard","0","3","25-34",2,"  1396.2",64400,40
80,995.8282,2018,52,"Male","Māori","Degree","Employed","Partnered","Not a parent",0,"Owned without mortgage",147589,7,"NZ with NZ parents","Non-disabled",5,8,8,"Very Good","Conversational","Strongly agree","Easy to be myself",8,8,5,5,"Yes",14,"Not applicable","Yes, sometimes",3,"Neither easy nor difficult","Easy","Easy",4,"A little less",0,1,"Some of the time","Sometimes easy, sometimes hard","0","3","45-54",3,"   609.8",28336,20
81,539.2105,2018,25,"Male","Māori","Degree","Employed","Not partnered","Not a parent",0,"Owned without mortgage",178678,9,"Long-term migrant","Non-disabled",7,8,9,"Excellent","None or almost none","Neither agree nor disagree","Very easy to be myself",8,9,7,8,"Yes",16,"Not applicable","No",2,"Very easy","Very easy","Easy",5,"Moved here recently",0,0,"None of the time","Easy","0","2","25-34",3,"   843.6",39008,14
82,450.3167,2018,94,"Female","Māori","Less than secondary school","Employed","Not partnered","Not a parent",0,"Owned with mortgage",48356,5,"NZ with NZ parents","Non-disabled",10,10,10,"Very Good","None or almost none","Agree","Very easy to be myself",7,8,6,6,"Yes",20,"No","No",4,"Easy","Very easy","Very easy",5,"About the same",0,0,"None of the time","Very easy","0","4+","65+",1,"   329.7",14720,11
83,2602.95,2018,69,"Male","Pacific","Less than secondary school","Employed","Not partnered","Not a parent",0,"Rented",70101,2,"NZ with overseas parent(s)","Non-disabled",10,10,10,"Poor","None or almost none","Neither agree nor disagree","Very easy to be myself",7,6,7,4,"Yes",19,"No","No",3,"Easy","Very easy","Difficult",4,"No crime here",0,0,"A little of the time","Very easy","0","3","65+",2,"   303.6",14352,26
84,664.1317,2018,56,"Male","Pacific","Degree","Employed","Partnered","Not a parent",0,"Owned with mortgage",73493,2,"NZ with overseas parent(s)","Disabled",5,10,4,"Excellent","None or almost none","Disagree","Sometimes easy, sometimes hard",5,7,4,7,"Yes",15,"Yes, always","No",1,"Easy","Very easy","Neither easy nor difficult",7,"About the same",0,0,"None of the time","Very easy","0","1","55-64",2,"   421.1",19136,30
85,369.101,2018,56,"Male","Pacific","Degree","Employed","Partnered","Parent",1,"Owned with mortgage",135288,1,"Long-term migrant","Non-disabled",10,8,8,"Good","None or almost none","Agree","Sometimes easy, sometimes hard",8,9,8,9,"Yes",18,"Yes, sometimes","Yes, sometimes",1,"Easy","Easy","Easy",5,"About the same",0,0,"A little of the time","Sometimes easy, sometimes hard","1","1","55-64",3,"   839.1",39008,6
86,1013.842,2018,50,"Male","Pacific","Less than secondary school","Employed","Not partnered","Not a parent",0,"Rented",46776,10,"NZ with NZ parents","Non-disabled",10,10,10,"Poor","Basic","Strongly agree","Very easy to be myself",5,9,3,5,"Yes",8,"Yes, always","Yes, always",0,"Neither easy nor difficult","Very easy","Neither easy nor difficult",9,"About the same",0,0,"None of the time","Easy","0","0","45-54",1,"   598.5",27232,38
87,1178.319,2018,44,"Male","Pacific","Less than secondary school","Employed","Not partnered","Not a parent",0,"Rented",48135,8,"NZ with NZ parents","Non-disabled",8,6,7,"Very Good","None or almost none","Agree","Very easy to be myself",8,7,7,7,"Yes",18,"Not applicable","No",3,"Easy","Very easy","Very easy",2,"Moved here recently",0,0,"A little of the time","Very easy","0","3","35-44",1,"   363.7",16928,24
88,1520.497,2018,59,"Male","Pacific","Degree","Employed","Not partnered","Not a parent",0,"Owned with mortgage",16440,2,"NZ with NZ parents","Non-disabled",6,8,8,"Excellent","None or almost none","Disagree","Easy to be myself",7,9,7,7,"Yes",12,"Yes, sometimes","Yes, sometimes",0,"Easy","Easy","Easy",7,"No crime here",0,0,"None of the time","Very easy","0","0","55-64",1,"   290.7",13248,30
89,1902.68,2018,26,"Female","Pacific","Secondary school","Employed","Partnered","Not a parent",0,"Rented",29213,10,"NZ with overseas parent(s)","Non-disabled",8,7,7,"Very Good","None or almost none","Neither agree nor disagree","Very easy to be myself",7,7,5,6,"Yes",10,"Yes, sometimes","Yes, sometimes",1,"Easy","Easy","Easy",4,"About the same",0,0,"None of the time","Easy","0","1","25-34",1,"   296.5",13248,22
90,1457.011,2018,60,"Female","Pacific","Post-secondary NCEA/diploma","Employed","Partnered","Not a parent",0,"Owned with mortgage",176176,3,"NZ with NZ parents","Disabled",9,5,7,"Very Good","None or almost none","Disagree","Very easy to be myself",4,7,3,5,"Yes",19,"No","No",0,"Neither easy nor difficult","Neither easy nor difficult","Neither easy nor difficult",5,"About the same",0,0,"None of the time","Very easy","0","0","55-64",3,"   207.7",9568,8
91,3162.823,2018,93,"Female","Pacific","Degree","Employed","Partnered","Not a parent",0,"Owned with mortgage",61231,2,"NZ with overseas parent(s)","Disabled",8,7,6,"Fair","Basic","Agree","Very easy to be myself",8,6,6,6,"Yes",18,"No","No",0,"Easy","Easy","Easy",6,"About the same",0,0,"A little of the time","Easy","0","0","65+",2,"   162.6",7360,13
92,1438.751,2018,75,"Female","Pacific","Less than secondary school","Employed","Not partnered","Not a parent",0,"Owned with mortgage",97172,10,"NZ with NZ parents","Non-disabled",4,7,7,"Good","None or almost none","Neither agree nor disagree","Easy to be myself",8,9,7,6,"Yes",15,"Yes, often","No",0,"Very easy","Very easy","Very easy",4,"A lot less",1,0,"Some of the time","Sometimes easy, sometimes hard","0","0","65+",2,"   531.8",24288,46
93,199.7565,2018,47,"Male","Pacific","Post-secondary NCEA/diploma","Employed","Partnered","Not a parent",0,"Owned with mortgage",167948,3,"Long-term migrant","Non-disabled",5,8,8,"Good","None or almost none","Neither agree nor disagree","Easy to be myself",5,6,5,5,"No",11,"Yes, often","Yes, sometimes",0,"Easy","Very easy","Neither easy nor difficult",5,"About the same",0,1,"None of the time","Sometimes easy, sometimes hard","0","0","45-54",3,"   620.5",28336,32
94,206.7774,2018,31,"Male","Pacific","Less than secondary school","Employed","Not partnered","Not a parent",0,"Rented",132014,10,"NZ with NZ parents","Non-disabled",8,10,9,"Poor","Fluent","Disagree","Easy to be myself",0,0,0,0,"Yes",12,"Yes, always","No",1,"Very easy","Very easy","Very easy",0,"About the same",1,0,"None of the time","Very easy","0","1","25-34",3,"   486.0",22448,32
95,338.4783,2018,76,"Male","Pacific","Less than secondary school","Employed","Partnered","Not a parent",0,"Owned with mortgage",56709,9,"NZ with NZ parents","Non-disabled",9,9,6,"Fair","None or almost none","Disagree","Sometimes easy, sometimes hard",6,8,5,6,"Yes",14,"No","No",0,"Easy","Easy","Easy",5,"A little less",0,0,"None of the time","Sometimes easy, sometimes hard","0","0","65+",2,"   502.2",22816,20
96,577.68,2018,83,"Male","Pacific","Less than secondary school","Employed","Partnered","Not a parent",0,"Owned with mortgage",24742,10,"NZ with overseas parent(s)","Non-disabled",7,8,10,"Very Good","None or almost none","Strongly disagree","Very easy to be myself",8,4,5,1,"Yes",17,"No","No",0,"Very easy","Very easy","Very difficult",9,"About the same",0,0,"None of the time","Easy","0","0","65+",1,"   453.2",20608,38
97,1057.283,2018,97,"Male","Pacific","Less than secondary school","Employed","Not partnered","Not a parent",0,"Owned without mortgage",37622,7,"NZ with NZ parents","Non-disabled",2,7,5,"Fair","None or almost none","Disagree","Easy to be myself",3,0,3,1,"Yes",2,"Yes, always","Yes, sometimes",0,"Easy","Very easy","Neither easy nor difficult",0,"No crime here",0,1,"A little of the time","Very hard","0","0","65+",1,"   452.8",20608,38
98,242.4214,2018,54,"Female","Pacific","Degree","Employed","Not partnered","Not a parent",0,"Rented",103154,4,"Recent migrant","Non-disabled",9,9,7,"Good","None or almost none","Agree","Easy to be myself",7,9,6,7,"No",9,"Yes, sometimes","No",1,"Easy","Easy","Easy",3,"A lot less",0,0,"A little of the time","Easy","0","1","45-54",3,"   905.5",41216,26
99,996.6422,2018,31,"Male","Pacific","Less than secondary school","Employed","Not partnered","Parent",1,"Rented",47976,7,"NZ with NZ parents","Non-disabled",10,6,10,"Excellent","Basic","Agree","Very easy to be myself",7,8,7,6,"No",9,"Yes, sometimes","No",3,"Easy","Very easy","Very easy",7,"No crime here",0,1,"A little of the time","Very easy","1","3","25-34",1,"   807.2",37536,59
100,1474.839,2018,47,"Male","Pacific","Degree","Employed","Not partnered","Not a parent",0,"Rented",37244,10,"NZ with overseas parent(s)","Non-disabled",10,4,3,"Fair","None or almost none","Agree","Easy to be myself",8,9,5,7,"Yes",3,"Yes, often","Yes, sometimes",1,"Difficult","Very easy","Very difficult",3,"About the same",0,0,"A little of the time","Sometimes easy, sometimes hard","0","1","45-54",1,"  2981.4",136896,36
101,302.4235,2018,48,"Female","Pacific","Less than secondary school","Employed","Not partnered","Not a parent",0,"Rented",25977,9,"Long-term migrant","Non-disabled",5,6,7,"Good","None or almost none","Agree","Sometimes easy, sometimes hard",4,1,0,1,"Yes",7,"Yes, always","Yes, sometimes",1,"Easy","Easy","Very easy",0,"A lot more",1,1,"Most of the time","Hard","0","1","45-54",1,"   598.2",27600,26
102,368.1739,2018,52,"Male","Pacific","Degree","Employed","Partnered","Parent",1,"Owned without mortgage",104573,7,"Long-term migrant","Non-disabled",3,5,8,"Fair","None or almost none","Disagree","Sometimes easy, sometimes hard",5,2,5,6,"Yes",8,"Yes, sometimes","Yes, sometimes",0,"Very easy","Easy","Easy",8,"No crime here",0,0,"Some of the time","Sometimes easy, sometimes hard","1","0","45-54",3,"  1129.6",52256,36
103,623.6258,2018,70,"Male","Pacific","Less than secondary school","Employed","Not partnered","Not a parent",0,"Owned with mortgage",23981,4,"NZ with NZ parents","Non-disabled",5,7,7,"Good","None or almost none","Disagree","Sometimes easy, sometimes hard",8,10,3,2,"Yes",5,"No","No",0,"Easy","Easy","Neither easy nor difficult",9,"No crime here",0,0,"None of the time","Easy","0","0","65+",1,"   498.4",22816,20
104,582.8461,2018,74,"Female","Pacific","Secondary school","Employed","Partnered","Not a parent",0,"Owned with mortgage",41856,7,"Long-term migrant","Non-disabled",5,4,7,"Excellent","None or almost none","Disagree","Sometimes easy, sometimes hard",8,10,3,5,"Yes",16,"Yes, sometimes","No",0,"Very easy","Very easy","Very easy",10,"About the same",0,0,"None of the time","Sometimes easy, sometimes hard","0","0","65+",1,"   691.9",31648,24
105,279.367,2018,71,"Female","Pacific","Secondary school","Employed","Not partnered","Not a parent",0,"Owned without mortgage",170918,7,"Long-term migrant","Non-disabled",5,9,9,"Good","None or almost none","Agree","Sometimes easy, sometimes hard",9,9,9,9,"Yes",18,"No","No",1,"Easy","Easy","Easy",2,"About the same",0,0,"Some of the time","Sometimes easy, sometimes hard","0","1","65+",3,"   696.9",31648,24
106,373.3559,2018,63,"Male","Pacific","Post-secondary NCEA/diploma","Employed","Not partnered","Not a parent",0,"Owned without mortgage",30376,10,"NZ with NZ parents","Non-disabled",10,10,10,"Excellent","Basic","Strongly agree","Very easy to be myself",5,5,2,6,"Yes",9,"No","No",0,"Very easy","Very easy","Easy",10,"About the same",0,0,"None of the time","Very easy","0","0","55-64",1,"   656.1",30176,31
107,2384.53,2018,62,"Female","Pacific","Degree","Employed","Partnered","Not a parent",0,"Owned with mortgage",173882,1,"NZ with NZ parents","Non-disabled",7,7,10,"Very Good","Basic","Strongly agree","Very easy to be myself",9,8,6,9,"Yes",7,"Yes, always","Yes, sometimes",0,"Very easy","Very easy","Very easy",9,"No crime here",0,0,"A little of the time","Very easy","0","0","55-64",3,"   867.5",39744,36
108,1250.999,2018,63,"Male","Pacific","Less than secondary school","Employed","Partnered","Not a parent",0,"Owned without mortgage",151525,4,"NZ with NZ parents","Non-disabled",8,10,9,"Good","Basic","Strongly agree","Very easy to be myself",8,8,7,8,"Yes",15,"Yes, sometimes","No",0,"Easy","Easy","Easy",8,"About the same",0,0,"None of the time","Easy","0","0","55-64",3,"   308.4",14352,26
109,742.1155,2018,30,"Female","Pacific","Degree","Employed","Partnered","Not a parent",0,"Rented",87255,6,"Recent migrant","Non-disabled",4,7,6,"Good","None or almost none","Neither agree nor disagree","Easy to be myself",9,10,7,5,"No",14,"No","No",3,"Easy","Easy","Neither easy nor difficult",4,"Moved here recently",0,0,"A little of the time","Very hard","0","3","25-34",2,"   561.6",25392,33
110,1084.776,2018,31,"Female","Pacific","Post-secondary NCEA/diploma","Employed","Partnered","Not a parent",0,"Owned without mortgage",77939,7,"NZ with NZ parents","Non-disabled",7,8,8,"Good","None or almost none","Strongly agree","Very easy to be myself",8,7,6,7,"Yes",15,"No","No",2,"Easy","Easy","Neither easy nor difficult",2,"No crime here",0,0,"None of the time","Very easy","0","2","25-34",2,"   409.3",18768,20
111,718.8154,2018,46,"Female","Pacific","Post-secondary NCEA/diploma","Employed","Not partnered","Not a parent",0,"Owned without mortgage",36985,8,"NZ with NZ parents","Disabled",4,3,3,"Good","None or almost none","Neither agree nor disagree","Sometimes easy, sometimes hard",8,7,0,0,"Yes",2,"Yes, always","Yes, sometimes",3,"Very easy","Very easy","Very easy",2,"A little more",0,1,"All of the time","Very hard","0","3","45-54",1,"   397.6",18400,32
112,1155.21,2018,83,"Female","Pacific","Degree","Employed","Not partnered","Not a parent",0,"Owned without mortgage",79348,5,"Long-term migrant","Non-disabled",10,10,10,"Excellent","None or almost none","Strongly agree","Very easy to be myself",0,8,6,7,"Yes",20,"No","No",0,"Very easy","Very easy","Difficult",10,"About the same",0,0,"None of the time","Very easy","0","0","65+",2,"  1054.5",48576,38
113,1116.277,2018,48,"Male","Pacific","Less than secondary school","Employed","Not partnered","Not a parent",0,"Owned without mortgage",125033,6,"NZ with NZ parents","Non-disabled",5,8,7,"Fair","Basic","Strongly agree","Very easy to be myself",7,9,4,6,"Yes",17,"No","No",0,"Very easy","Very easy","Very easy",10,"No crime here",0,0,"None of the time","Very easy","0","0","45-54",3,"   391.0",18400,32
114,589.7631,2018,52,"Male","Pacific","Degree","Employed","Partnered","Parent",1,"Owned without mortgage",115590,4,"NZ with NZ parents","Non-disabled",5,7,9,"Very Good","None or almost none","Neither agree nor disagree","Very easy to be myself",7,9,3,6,"Yes",13,"Yes, often","Yes, sometimes",0,"Very easy","Very easy","Very easy",6,"About the same",0,0,"Some of the time","Easy","1","0","45-54",3,"   336.1",15088,28
115,819.2986,2018,35,"Female","Asian","Secondary school","Employed","Not partnered","Not a parent",0,"Rented",133991,4,"Long-term migrant","Non-disabled",10,7,10,"Very Good","None or almost none","Agree","Very easy to be myself",8,3,0,0,"No",19,"No","No",1,"Very easy","Very easy","Very easy",6,"A little less",0,1,"A little of the time","Sometimes easy, sometimes hard","0","1","35-44",3,"   457.2",21344,32
116,5636.096,2018,48,"Male","Asian","Less than secondary school","Employed","Partnered","Not a parent",0,"Owned without mortgage",124422,7,"NZ with NZ parents","Non-disabled",5,10,10,"Very Good","None or almost none","Neither agree nor disagree","Easy to be myself",6,10,5,4,"Yes",13,"Yes, always","Yes, always",0,"Easy","Neither easy nor difficult","Easy",2,"A lot more",0,0,"None of the time","Very easy","0","0","45-54",3,"   206.9",9568,26
117,652.4736,2018,98,"Male","Asian","Less than secondary school","Employed","Partnered","Not a parent",0,"Owned with mortgage",111947,6,"NZ with NZ parents","Non-disabled",10,8,9,"Good","None or almost none","Disagree","Very easy to be myself",7,8,4,6,"Yes",20,"Yes, sometimes","No",0,"Very easy","Very easy","Very difficult",8,"About the same",0,0,"None of the time","Very hard","0","0","65+",3,"   973.2",44528,46
